Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Wheel,ROT-406220X1206135-18MB,Rotiform,ROT-BLQ,20,20,12,6x135,,78.1,Chrome,Rotiform ROT-BLQ 20x12,"Dallas, TX",57,11,0,0,0,3,4,8,4,0,0,7,1,10,15,171.99,172.28,Retail,261.86,236.92,224.45,211.98,199.51,187.04,211.98,189.19,254.38,31.04,No,No,,11/16/2025,6/13/2025,,,,6/13/2025,12/18/2024,4/12/2024,3/13/2025,14,Inventory Item
Wheel,ROT-406220X1206135-18MB,Rotiform,ROT-BLQ,20,20,12,6x135,6x135,78.1,Chrome,Rotiform ROT-BLQ 20x12,"Nashville, TN",30,0,0,0,0,69,145,206,18,72,24,57,52,187,635,171.99,169.69,Retail,261.86,236.92,224.45,211.98,199.51,187.04,211.98,189.19,254.38,31.04,No,No,,11/22/2025,12/29/2025,,,,12/29/2025,4/27/2024,4/28/2024,,16,Inventory Item
Wheel,ROT-406220X1206135-18MB,Rotiform,ROT-BLQ,20,20,12,6x135,,78.1,Chrome,Rotiform ROT-BLQ 20x12,"Tampa, FL",4,101,0,0,51,63,116,235,78,39,32,20,43,61,232,171.99,166.5,Retail,261.86,236.92,224.45,211.98,199.51,187.04,211.98,189.19,254.38,31.04,No,No,,1/31/2026,8/18/2025,3/20/2026,,,8/18/2025,5/15/2024,12/21/2024,,7,Inventory Item
Wheel,ROT-406220X1206135-18MB,Rotiform,ROT-BLQ,20,20,12,6x135,,78.1,Chrome,Rotiform ROT-BLQ 20x12,"Atlanta, GA",62,0,0,0,0,3,5,7,1,3,2,3,3,4,27,171.99,167.87,Retail,261.86,236.92,224.45,211.98,199.51,187.04,211.98,189.19,254.38,31.04,No,No,,2/25/2026,3/5/2026,,,,3/5/2026,2/10/2025,8/9/2024,3/27/2024,13,Inventory Item
Wheel,VOS-196017X806132SB,Vossen,WRK-Emotion,17,17,8,6x132,,74.1,Matte Black,Vossen WRK-Emotion 17x8,"Orlando, FL",5,23,0,0,0,0,2,8,4,2,0,3,2,7,35,209.99,190.72,Retail,299.87,271.31,257.03,242.75,228.47,214.19,242.75,230.99,291.3,26.47,No,No,,1/25/2026,11/8/2025,,,1/21/2026,11/8/2025,9/27/2024,9/28/2024,,16,Inventory Item
Wheel,VOS-196017X806132SB,Vossen,WRK-Emotion,17,17,8,6x132,,74.1,Matte Black,Vossen WRK-Emotion 17x8,"Tampa, FL",4,0,11,0,0,0,5,3,2,3,1,3,4,4,14,209.99,198.78,Retail,299.87,271.31,257.03,242.75,228.47,214.19,242.75,230.99,291.3,26.47,No,No,,3/10/2026,1/19/2026,,,,1/19/2026,8/24/2024,2/6/2025,3/29/2024,16,Inventory Item
Wheel,VOS-196017X806132SB,Vossen,WRK-Emotion,17,17,8,6x132,,74.1,Matte Black,Vossen WRK-Emotion 17x8,"Dallas, TX",60,0,0,0,0,0,0,0,0,0,0,0,0,0,2,209.99,205.39,Retail,299.87,271.31,257.03,242.75,228.47,214.19,242.75,230.99,291.3,26.47,No,No,,1/23/2026,10/11/2025,,,,10/11/2025,5/23/2024,8/8/2024,,6,Inventory Item
Wheel,VOS-196017X806132SB,Vossen,WRK-Emotion,17,17,8,6x132,6x132,74.1,Matte Black,Vossen WRK-Emotion 17x8,"Charlotte, NC",39,0,0,0,0,8,34,78,16,16,14,18,8,36,90,209.99,211.65,Retail,299.87,271.31,257.03,242.75,228.47,214.19,242.75,230.99,291.3,26.47,No,No,,11/1/2025,10/24/2025,,11/29/2025,,10/24/2025,9/29/2024,8/20/2024,,4,Inventory Item
Wheel,KON-292024X1406135TB,Konig,HRE-501,24,24,14,6x135,,74.1,Chrome,Konig HRE-501 24x14,"Atlanta, GA",12,10,1,0,0,0,0,0,0,0,0,0,0,0,0,51.99,48.41,Retail,72.61,65.69,62.24,58.78,55.32,51.86,58.78,57.19,70.53,24.82,No,No,,,2/4/2026,,,1/28/2026,2/4/2026,7/2/2024,3/18/2025,,14,Inventory Item
Wheel,KON-292024X1406135TB,Konig,HRE-501,24,24,14,6x135,,74.1,Chrome,Konig HRE-501 24x14,"Phoenix, AZ",42,0,0,0,0,3,3,3,1,0,0,2,1,8,30,51.99,49.66,Retail,72.61,65.69,62.24,58.78,55.32,51.86,58.78,57.19,70.53,24.82,No,No,,11/6/2025,5/9/2025,3/23/2026,,,5/9/2025,1/23/2025,6/3/2024,1/27/2025,18,Inventory Item
Wheel,HRE-949028X1056132-24GB,HRE,WRK-Emotion,28,28,10.5,6x132,6x132,106.1,Gunmetal,HRE WRK-Emotion 28x10.5,"Dallas, TX",9,0,0,0,0,49,11,120,12,52,7,74,79,52,257,87.99,95.01,Retail,141.35,127.89,121.16,114.43,107.7,100.97,114.43,96.79,137.31,34.64,No,No,,10/29/2025,9/7/2025,,,,9/7/2025,10/14/2024,8/27/2024,,18,Inventory Item
Wheel,HRE-949028X1056132-24GB,HRE,WRK-Emotion,28,28,10.5,6x132,,106.1,Gunmetal,HRE WRK-Emotion 28x10.5,"Nashville, TN",74,84,0,0,0,27,133,116,12,19,50,73,57,92,491,87.99,95.03,Retail,141.35,127.89,121.16,114.43,107.7,100.97,114.43,96.79,137.31,34.64,No,No,,3/13/2026,6/28/2025,,,1/29/2026,6/28/2025,1/11/2025,1/15/2025,,13,Inventory Item
Wheel,HRE-949028X1056132-24GB,HRE,WRK-Emotion,28,28,10.5,6x132,,106.1,Gunmetal,HRE WRK-Emotion 28x10.5,"Charlotte, NC",46,0,0,0,0,1,7,80,28,12,10,34,26,54,201,87.99,86.87,Retail,141.35,127.89,121.16,114.43,107.7,100.97,114.43,96.79,137.31,34.64,No,No,,2/12/2026,2/22/2026,4/1/2025,,3/19/2026,2/22/2026,6/10/2024,10/10/2024,4/26/2024,9,Inventory Item
Wheel,HRE-949028X1056132-24GB,HRE,WRK-Emotion,28,28,10.5,6x132,,106.1,Gunmetal,HRE WRK-Emotion 28x10.5,"Phoenix, AZ",79,0,0,0,0,1,5,0,2,2,0,4,0,4,17,87.99,89.35,Retail,141.35,127.89,121.16,114.43,107.7,100.97,114.43,96.79,137.31,34.64,No,No,,11/4/2025,2/14/2026,3/31/2025,11/11/2025,,2/14/2026,8/12/2024,8/27/2024,,19,Inventory Item
Tire,CON-1974225X120SB,Continental,Azenis FK520,225,225,12,- None -,,0,N/A,Continental Azenis FK520 225x12,"Charlotte, NC",35,0,0,2,0,41,77,57,77,46,17,103,56,101,690,133.99,132.99,Retail,223.69,202.39,191.74,181.08,170.43,159.78,181.08,147.39,217.3,37.11,Yes,No,,10/17/2025,9/17/2025,,,1/15/2026,9/17/2025,8/29/2024,8/24/2024,,12,Inventory Item
Tire,CON-1974225X120SB,Continental,Azenis FK520,225,225,12,- None -,,0,N/A,Continental Azenis FK520 225x12,"Orlando, FL",39,0,0,0,0,0,0,0,0,0,0,0,0,0,4,133.99,140.8,Retail,223.69,202.39,191.74,181.08,170.43,159.78,181.08,147.39,217.3,37.11,Yes,No,,11/25/2025,9/17/2025,,,,9/17/2025,6/25/2024,1/6/2025,,13,Inventory Item
Tire,CON-1974225X120SB,Continental,Azenis FK520,225,225,12,- None -,,0,N/A,Continental Azenis FK520 225x12,"Tampa, FL",28,108,8,0,0,0,0,0,0,0,0,0,0,0,0,133.99,144.32,Retail,223.69,202.39,191.74,181.08,170.43,159.78,181.08,147.39,217.3,37.11,Yes,No,,,4/13/2025,,,,4/13/2025,1/6/2025,10/7/2024,,10,Inventory Item
Tire,CON-5223305X110-18MB,Continental,Potenza S007,305,305,11,- None -,- None -,0,N/A,Continental Potenza S007 305x11,"Charlotte, NC",36,0,51,0,0,21,58,96,100,70,33,84,15,139,770,159.99,165.2,Retail,235.19,212.79,201.59,190.39,179.19,167.99,190.39,175.99,228.47,28.57,No,No,,3/12/2026,1/24/2026,,,,1/24/2026,10/30/2024,5/9/2024,,3,Inventory Item
Tire,CON-5223305X110-18MB,Continental,Potenza S007,305,305,11,- None -,,0,N/A,Continental Potenza S007 305x11,"Dallas, TX",57,0,0,0,0,48,101,274,34,19,22,14,9,188,317,159.99,165.08,Retail,235.19,212.79,201.59,190.39,179.19,167.99,190.39,175.99,228.47,28.57,No,No,,3/13/2026,5/10/2025,,,,5/10/2025,12/19/2024,5/31/2024,,13,Inventory Item
Tire,FAL-7132315X80-ZBRM,Falken,Ventus S1 evo3,315,315,8,- None -,,0,N/A,Falken Ventus S1 evo3 315x8,"Atlanta, GA",20,0,0,0,0,0,3,7,1,1,2,2,0,10,17,184.99,187,Retail,252.51,228.47,216.44,204.42,192.39,180.37,204.42,203.49,245.3,23.08,Yes,No,,2/4/2026,10/22/2025,,,,10/22/2025,11/3/2024,10/12/2024,,5,Inventory Item
Tire,FAL-7132315X80-ZBRM,Falken,Ventus S1 evo3,315,315,8,- None -,,0,N/A,Falken Ventus S1 evo3 315x8,"Tampa, FL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,184.99,169.45,Retail,252.51,228.47,216.44,204.42,192.39,180.37,204.42,203.49,245.3,23.08,Yes,No,,1/4/2026,5/3/2025,4/7/2025,,,5/3/2025,10/21/2024,11/19/2024,11/25/2024,5,Inventory Item
Tire,FAL-7132315X80-ZBRM,Falken,Ventus S1 evo3,315,315,8,- None -,,0,N/A,Falken Ventus S1 evo3 315x8,"Orlando, FL",39,0,0,29,0,0,0,0,0,0,0,0,0,0,2,184.99,179.64,Retail,252.51,228.47,216.44,204.42,192.39,180.37,204.42,203.49,245.3,23.08,Yes,No,,11/9/2025,7/21/2025,,,,7/21/2025,5/3/2024,11/30/2024,,17,Inventory Item
Tire,FAL-7132315X80-ZBRM,Falken,Ventus S1 evo3,315,315,8,- None -,,0,N/A,Falken Ventus S1 evo3 315x8,"Nashville, TN",10,85,0,0,0,0,0,0,0,0,0,0,0,0,4,184.99,186.73,Retail,252.51,228.47,216.44,204.42,192.39,180.37,204.42,203.49,245.3,23.08,Yes,No,,2/20/2026,5/25/2025,,,,5/25/2025,12/3/2024,10/23/2024,,19,Inventory Item
Tire,TOY-6271315X100TB,Toyo,Azenis FK520,315,315,10,- None -,,0,N/A,Toyo Azenis FK520 315x10,"Tampa, FL",23,0,0,0,0,9,16,12,24,4,14,30,20,49,112,69.99,69.61,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,76.99,105.66,32.44,No,No,,11/26/2025,4/23/2025,,,,4/23/2025,1/12/2025,9/19/2024,,1,Inventory Item
Tire,TOY-6271315X100TB,Toyo,Azenis FK520,315,315,10,- None -,,0,N/A,Toyo Azenis FK520 315x10,"Charlotte, NC",11,58,0,0,0,3,1,2,1,3,1,7,2,7,39,69.99,73.83,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,76.99,105.66,32.44,No,No,,11/24/2025,4/13/2025,12/8/2025,,,4/13/2025,7/26/2024,10/14/2024,,7,Inventory Item
Tire,TOY-6271315X100TB,Toyo,Azenis FK520,315,315,10,- None -,,0,N/A,Toyo Azenis FK520 315x10,"Dallas, TX",46,0,50,0,0,66,45,111,40,63,31,74,45,64,593,69.99,71.45,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,76.99,105.66,32.44,No,No,,12/19/2025,3/14/2026,,,,3/14/2026,8/6/2024,3/31/2024,,2,Inventory Item
Tire,HAN-5783235X100TB,Hankook,Advan Sport V107,235,235,10,- None -,- None -,0,N/A,Hankook Advan Sport V107 235x10,"Atlanta, GA",12,0,0,103,0,0,0,15,4,3,1,1,4,6,36,136.99,137.4,Retail,215.76,195.22,184.94,174.67,164.39,154.12,174.67,150.69,209.6,33.33,No,No,,2/23/2026,10/2/2025,,12/9/2025,,10/2/2025,9/2/2024,11/23/2024,11/30/2024,16,Inventory Item
Tire,HAN-5783235X100TB,Hankook,Advan Sport V107,235,235,10,- None -,,0,N/A,Hankook Advan Sport V107 235x10,"Dallas, TX",33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,136.99,130.84,Retail,215.76,195.22,184.94,174.67,164.39,154.12,174.67,150.69,209.6,33.33,No,No,,9/28/2025,3/25/2026,,,,3/25/2026,10/19/2024,10/25/2024,,1,Inventory Item
Tire,MIC-4795215X70SB,Michelin,Ventus S1 evo3,215,215,7,- None -,,0,N/A,Michelin Ventus S1 evo3 215x7,"Charlotte, NC",62,0,17,0,0,11,36,130,15,43,34,103,59,128,258,89.99,81.05,Retail,150.23,135.93,128.77,121.62,114.46,107.31,121.62,98.99,145.94,37.11,No,No,,2/16/2026,10/2/2025,,,,10/2/2025,4/9/2024,10/21/2024,,10,Inventory Item
Tire,MIC-4795215X70SB,Michelin,Ventus S1 evo3,215,215,7,- None -,,0,N/A,Michelin Ventus S1 evo3 215x7,"Tampa, FL",67,53,0,151,0,56,40,297,82,56,47,12,52,135,618,89.99,95.21,Retail,150.23,135.93,128.77,121.62,114.46,107.31,121.62,98.99,145.94,37.11,No,No,,1/3/2026,12/19/2025,,,,12/19/2025,11/1/2024,10/23/2024,,8,Inventory Item
Tire,TOY-5145225X120SB,Toyo,ExtremeContact,225,225,12,- None -,,0,N/A,Toyo ExtremeContact 225x12,"Dallas, TX",39,0,0,179,0,3,3,10,1,2,0,5,1,10,13,117.99,127.26,Retail,184.6,167.02,158.23,149.44,140.65,131.86,149.44,129.79,179.33,32.89,No,Yes,,3/12/2026,12/13/2025,,,,12/13/2025,7/10/2024,11/27/2024,12/6/2024,15,Inventory Item
Tire,TOY-5145225X120SB,Toyo,ExtremeContact,225,225,12,- None -,,0,N/A,Toyo ExtremeContact 225x12,"Tampa, FL",74,0,0,0,0,1,1,15,4,1,0,7,0,6,34,117.99,120.48,Retail,184.6,167.02,158.23,149.44,140.65,131.86,149.44,129.79,179.33,32.89,No,Yes,,1/6/2026,5/27/2025,5/23/2025,12/29/2025,,5/27/2025,1/30/2025,8/2/2024,,7,Inventory Item
Tire,TOY-5145225X120SB,Toyo,ExtremeContact,225,225,12,- None -,,0,N/A,Toyo ExtremeContact 225x12,"Atlanta, GA",12,47,0,0,0,0,0,0,0,0,0,0,0,0,2,117.99,107.31,Retail,184.6,167.02,158.23,149.44,140.65,131.86,149.44,129.79,179.33,32.89,No,Yes,,3/15/2026,1/28/2026,4/21/2025,,,1/28/2026,1/14/2025,7/18/2024,,6,Inventory Item
Tire,TOY-5145225X120SB,Toyo,ExtremeContact,225,225,12,- None -,,0,N/A,Toyo ExtremeContact 225x12,"Phoenix, AZ",28,0,0,0,0,1,3,0,3,0,1,1,5,8,27,117.99,110.24,Retail,184.6,167.02,158.23,149.44,140.65,131.86,149.44,129.79,179.33,32.89,No,Yes,,12/27/2025,12/12/2025,,,,12/12/2025,11/30/2024,10/3/2024,,8,Inventory Item
Tire,TOY-4527235X120SB,Toyo,Pilot Sport 4S,235,235,12,- None -,- None -,0,N/A,Toyo Pilot Sport 4S 235x12,"Tampa, FL",12,0,0,47,0,5,7,53,17,12,2,17,19,43,121,278.99,280.3,Retail,424.77,384.31,364.09,343.86,323.63,303.41,343.86,306.89,412.63,31.04,No,Yes,,2/6/2026,6/21/2025,,,,6/21/2025,2/5/2025,9/13/2024,4/26/2024,4,Inventory Item
Tire,TOY-4527235X120SB,Toyo,Pilot Sport 4S,235,235,12,- None -,,0,N/A,Toyo Pilot Sport 4S 235x12,"Dallas, TX",63,0,0,0,0,40,91,152,30,12,17,108,58,71,413,278.99,284.5,Retail,424.77,384.31,364.09,343.86,323.63,303.41,343.86,306.89,412.63,31.04,No,Yes,,1/18/2026,8/6/2025,4/29/2025,,,8/6/2025,9/22/2024,10/27/2024,,7,Inventory Item
Tire,YOK-5637305X80TB,Yokohama,Pilot Sport 4S,305,305,8,- None -,,0,N/A,Yokohama Pilot Sport 4S 305x8,"Houston, TX",73,91,0,0,0,0,0,0,0,0,0,0,0,0,4,84.99,82.42,Retail,118.69,107.39,101.74,96.08,90.43,84.78,96.08,93.49,115.3,24.81,No,No,,11/13/2025,10/20/2025,,,,10/20/2025,8/22/2024,8/9/2024,,7,Inventory Item
Tire,YOK-5637305X80TB,Yokohama,Pilot Sport 4S,305,305,8,- None -,,0,N/A,Yokohama Pilot Sport 4S 305x8,"Atlanta, GA",36,36,0,0,0,14,78,105,34,77,59,43,58,36,680,84.99,91.16,Retail,118.69,107.39,101.74,96.08,90.43,84.78,96.08,93.49,115.3,24.81,No,No,,2/14/2026,9/22/2025,,,,9/22/2025,6/10/2024,2/2/2025,,9,Inventory Item
Tire,YOK-5637305X80TB,Yokohama,Pilot Sport 4S,305,305,8,- None -,,0,N/A,Yokohama Pilot Sport 4S 305x8,"Orlando, FL",10,0,0,0,0,0,12,15,16,20,1,16,20,34,120,84.99,87.14,Retail,118.69,107.39,101.74,96.08,90.43,84.78,96.08,93.49,115.3,24.81,No,No,,12/21/2025,2/24/2026,,,,2/24/2026,10/5/2024,7/20/2024,,8,Inventory Item
Tire,YOK-5637305X80TB,Yokohama,Pilot Sport 4S,305,305,8,- None -,,0,N/A,Yokohama Pilot Sport 4S 305x8,"Charlotte, NC",56,0,43,0,0,10,10,68,15,6,15,25,5,35,196,84.99,81.58,Retail,118.69,107.39,101.74,96.08,90.43,84.78,96.08,93.49,115.3,24.81,No,No,,3/1/2026,11/6/2025,,11/29/2025,,11/6/2025,2/6/2025,3/28/2024,,2,Inventory Item
Tire,FAL-9880275X100TB,Falken,Ventus S1 evo3,275,275,10,- None -,,0,N/A,Falken Ventus S1 evo3 275x10,"Houston, TX",48,0,0,0,0,3,3,10,0,1,1,7,4,10,16,129.99,139.73,Retail,196.55,177.83,168.47,159.11,149.75,140.39,159.11,142.99,190.93,30.56,No,No,,3/4/2026,4/28/2025,,11/2/2025,,4/28/2025,6/17/2024,10/27/2024,,2,Inventory Item
Tire,FAL-9880275X100TB,Falken,Ventus S1 evo3,275,275,10,- None -,,0,N/A,Falken Ventus S1 evo3 275x10,"Charlotte, NC",4,0,0,0,0,74,124,112,54,23,42,10,22,141,211,129.99,138.3,Retail,196.55,177.83,168.47,159.11,149.75,140.39,159.11,142.99,190.93,30.56,No,No,,10/30/2025,11/4/2025,,3/16/2026,,11/4/2025,12/23/2024,7/17/2024,,11,Inventory Item
Tire,FAL-9880275X100TB,Falken,Ventus S1 evo3,275,275,10,- None -,,0,N/A,Falken Ventus S1 evo3 275x10,"Phoenix, AZ",79,0,0,0,0,60,22,187,43,29,8,84,58,119,494,129.99,119.41,Retail,196.55,177.83,168.47,159.11,149.75,140.39,159.11,142.99,190.93,30.56,No,No,,2/14/2026,7/17/2025,,10/12/2025,,7/17/2025,5/7/2024,5/26/2024,,6,Inventory Item
Tire,FAL-9880275X100TB,Falken,Ventus S1 evo3,275,275,10,- None -,,0,N/A,Falken Ventus S1 evo3 275x10,"Tampa, FL",66,0,0,0,0,72,80,61,97,18,41,114,23,193,362,129.99,119.98,Retail,196.55,177.83,168.47,159.11,149.75,140.39,159.11,142.99,190.93,30.56,No,No,,1/30/2026,3/16/2026,,,,3/16/2026,6/19/2024,8/8/2024,10/1/2024,1,Inventory Item
Tire,TOY-1317275X120-ZBRM,Toyo,Azenis FK520,275,275,12,- None -,- None -,0,N/A,Toyo Azenis FK520 275x12,"Phoenix, AZ",16,0,0,0,0,51,57,284,84,37,9,58,61,86,393,48.99,47.77,Retail,70.99,64.23,60.85,57.47,54.09,50.71,57.47,53.89,68.96,27.54,No,No,,10/10/2025,1/25/2026,,,,1/25/2026,6/19/2024,5/4/2024,,17,Inventory Item
Tire,TOY-1317275X120-ZBRM,Toyo,Azenis FK520,275,275,12,- None -,,0,N/A,Toyo Azenis FK520 275x12,"Dallas, TX",52,0,29,67,0,0,0,0,0,0,0,0,0,0,1,48.99,52.73,Retail,70.99,64.23,60.85,57.47,54.09,50.71,57.47,53.89,68.96,27.54,No,No,,2/15/2026,1/2/2026,,,,1/2/2026,11/11/2024,1/26/2025,,16,Inventory Item
Tire,TOY-1317275X120-ZBRM,Toyo,Azenis FK520,275,275,12,- None -,- None -,0,N/A,Toyo Azenis FK520 275x12,"Orlando, FL",1,0,20,0,0,2,8,27,13,20,8,35,10,12,194,48.99,47.75,Retail,70.99,64.23,60.85,57.47,54.09,50.71,57.47,53.89,68.96,27.54,No,No,,11/1/2025,1/15/2026,,,,1/15/2026,9/15/2024,10/27/2024,6/26/2024,7,Inventory Item
Tire,TOY-1317275X120-ZBRM,Toyo,Azenis FK520,275,275,12,- None -,,0,N/A,Toyo Azenis FK520 275x12,"Tampa, FL",58,0,0,20,0,0,2,1,2,0,2,0,4,1,10,48.99,49.14,Retail,70.99,64.23,60.85,57.47,54.09,50.71,57.47,53.89,68.96,27.54,No,No,,12/27/2025,4/3/2025,,,12/21/2025,4/3/2025,7/6/2024,5/10/2024,,10,Inventory Item
Tire,HAN-2096275X110MTBR,Hankook,ExtremeContact,275,275,11,- None -,,0,N/A,Hankook ExtremeContact 275x11,"Dallas, TX",36,0,9,0,0,68,33,205,85,37,34,83,58,160,352,248.99,268.85,Retail,339.87,307.51,291.32,275.14,258.95,242.77,275.14,273.89,330.16,23.08,No,No,,11/3/2025,7/24/2025,,,,7/24/2025,12/23/2024,9/4/2024,,14,Inventory Item
Tire,HAN-2096275X110MTBR,Hankook,ExtremeContact,275,275,11,- None -,,0,N/A,Hankook ExtremeContact 275x11,"Phoenix, AZ",23,0,0,0,15,0,0,0,0,0,0,0,0,0,1,248.99,268.84,Retail,339.87,307.51,291.32,275.14,258.95,242.77,275.14,273.89,330.16,23.08,No,No,,12/11/2025,8/4/2025,5/9/2025,,,8/4/2025,2/12/2025,8/10/2024,3/12/2025,4,Inventory Item
Tire,HAN-2096275X110MTBR,Hankook,ExtremeContact,275,275,11,- None -,,0,N/A,Hankook ExtremeContact 275x11,"Atlanta, GA",14,0,0,0,87,7,37,267,86,57,9,41,58,27,584,248.99,256.68,Retail,339.87,307.51,291.32,275.14,258.95,242.77,275.14,273.89,330.16,23.08,No,No,,11/21/2025,6/9/2025,,,,6/9/2025,5/29/2024,7/14/2024,,17,Inventory Item
Tire,HAN-2096275X110MTBR,Hankook,ExtremeContact,275,275,11,- None -,- None -,0,N/A,Hankook ExtremeContact 275x11,"Houston, TX",46,0,0,16,10,3,26,28,30,15,5,13,22,5,177,248.99,247.99,Retail,339.87,307.51,291.32,275.14,258.95,242.77,275.14,273.89,330.16,23.08,No,No,,3/17/2026,11/25/2025,,,,11/25/2025,8/24/2024,7/11/2024,,7,Inventory Item
Tire,CON-2938215X120-12NC,Continental,Advan Sport V107,215,215,12,- None -,- None -,0,N/A,Continental Advan Sport V107 215x12,"Orlando, FL",80,0,0,0,0,1,5,6,2,0,2,2,4,2,24,256.99,271.53,Retail,366.99,332.03,314.56,297.08,279.61,262.13,297.08,282.69,356.5,26.47,No,No,,11/6/2025,10/23/2025,,,,10/23/2025,8/30/2024,4/2/2024,,12,Inventory Item
Tire,CON-2938215X120-12NC,Continental,Advan Sport V107,215,215,12,- None -,,0,N/A,Continental Advan Sport V107 215x12,"Phoenix, AZ",53,9,0,0,0,1,0,15,1,0,2,7,5,5,25,256.99,233.65,Retail,366.99,332.03,314.56,297.08,279.61,262.13,297.08,282.69,356.5,26.47,No,No,,11/27/2025,7/23/2025,,,,7/23/2025,8/1/2024,12/29/2024,,3,Inventory Item
Tire,CON-2938215X120-12NC,Continental,Advan Sport V107,215,215,12,- None -,,0,N/A,Continental Advan Sport V107 215x12,"Atlanta, GA",5,0,0,87,0,3,6,14,4,3,0,4,0,7,39,256.99,247.13,Retail,366.99,332.03,314.56,297.08,279.61,262.13,297.08,282.69,356.5,26.47,No,No,,1/21/2026,9/27/2025,,,,9/27/2025,7/2/2024,6/24/2024,,20,Inventory Item
Tire,CON-2938215X120-12NC,Continental,Advan Sport V107,215,215,12,- None -,,0,N/A,Continental Advan Sport V107 215x12,"Nashville, TN",36,0,0,0,0,5,35,51,21,20,7,31,11,30,192,256.99,237.29,Retail,366.99,332.03,314.56,297.08,279.61,262.13,297.08,282.69,356.5,26.47,No,No,,1/15/2026,3/23/2026,12/13/2025,,,3/23/2026,6/21/2024,1/31/2025,,18,Inventory Item
Tire,MIC-8230315X120MTBR,Michelin,Advan Sport V107,315,315,12,- None -,- None -,0,N/A,Michelin Advan Sport V107 315x12,"Orlando, FL",0,0,0,190,99,0,0,0,0,0,0,0,0,0,1,187.99,186.86,Retail,290.17,262.53,248.72,234.9,221.08,207.26,234.9,206.79,281.88,31.97,No,No,,12/22/2025,7/31/2025,12/8/2025,,9/27/2025,7/31/2025,11/4/2024,9/14/2024,6/12/2024,7,Inventory Item
Tire,MIC-8230315X120MTBR,Michelin,Advan Sport V107,315,315,12,- None -,,0,N/A,Michelin Advan Sport V107 315x12,"Tampa, FL",51,0,0,0,0,61,61,213,59,54,14,33,28,167,330,187.99,172.06,Retail,290.17,262.53,248.72,234.9,221.08,207.26,234.9,206.79,281.88,31.97,No,No,,11/27/2025,12/21/2025,,,3/11/2026,12/21/2025,1/8/2025,10/29/2024,,19,Inventory Item
Tire,MIC-8230315X120MTBR,Michelin,Advan Sport V107,315,315,12,- None -,,0,N/A,Michelin Advan Sport V107 315x12,"Nashville, TN",6,0,0,0,0,45,63,151,25,78,46,95,72,116,353,187.99,173.63,Retail,290.17,262.53,248.72,234.9,221.08,207.26,234.9,206.79,281.88,31.97,No,No,,3/25/2026,11/18/2025,,,,11/18/2025,2/4/2025,8/15/2024,6/18/2024,13,Inventory Item
Tire,PIR-7923305X100-24GB,Pirelli,ExtremeContact,305,305,10,- None -,,0,N/A,Pirelli ExtremeContact 305x10,"Nashville, TN",62,0,42,32,0,8,18,60,19,20,9,16,4,27,214,42.99,39.6,Retail,60.49,54.73,51.85,48.97,46.09,43.21,48.97,47.29,58.76,25.38,No,No,,12/8/2025,7/18/2025,,,,7/18/2025,3/17/2025,3/11/2025,,16,Inventory Item
Tire,PIR-7923305X100-24GB,Pirelli,ExtremeContact,305,305,10,- None -,,0,N/A,Pirelli ExtremeContact 305x10,"Houston, TX",42,0,45,0,61,52,110,188,34,16,47,53,53,134,463,42.99,41.28,Retail,60.49,54.73,51.85,48.97,46.09,43.21,48.97,47.29,58.76,25.38,No,No,Yes,10/23/2025,10/3/2025,11/11/2025,,,10/3/2025,12/1/2024,9/5/2024,,17,Inventory Item
Tire,TOY-3141245X60-18MB,Toyo,Azenis FK520,245,245,6,- None -,,0,N/A,Toyo Azenis FK520 245x6,"Dallas, TX",77,109,0,0,0,45,83,169,15,35,37,113,63,41,551,270.99,269.53,Retail,426.81,386.17,365.84,345.52,325.19,304.87,345.52,298.09,414.62,33.33,No,No,,3/8/2026,4/4/2025,,,,4/4/2025,10/5/2024,12/4/2024,,1,Inventory Item
